【問１】あなたのお住まいの地域を教えてください。,【問２】北陸新幹線 福井・敦賀開業で、お住まいの市町へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問３】北陸新幹線 福井・敦賀開業で、自身の生活へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問４】観光が福井県に与える影響は、「良い影響」の方が「悪い影響」より大きい。,上記回答の理由をお答えください（任意）,【問５】一人の県民として、福井県を訪れる観光客を歓迎したい。,上記回答の理由をお答えください（任意）,【問６】福井県はこれからも観光客の目的地・旅先であり続けるべきだ。,上記回答の理由をお答えください（任意）,【問７】福井県やお住まいの市町、および関連団体による観光振興の取り組みを住民として評価している。,上記回答の理由をお答えください（任意）,【問８】観光客が増加することについてどのように思いますか？,上記回答の理由をお答えください（任意）,【問９】観光客が増加することで期待される効果について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１０】観光客が増加することで心配される影響について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１１】観光地として整備する必要があると思われるものについて、当てはまると思う選択肢をすべてお答えください,【問１２】観光客がお住まいの地域に来ることで、自分が住んでいる地域に愛着や誇りを感じる機会がありますか？,【問１３】自分が住んでいる地域を、福井県外の人に自信を持ってお勧めできると感じますか？,上記回答の理由をお答えください（任意）,"【問１４】現在、あなたは福井県での暮らしにどの程度幸せを感じていますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,"【問１５】今から5年後、あなたは福井県での暮らしにどの程度幸せを感じていると思いますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,あなたのご年齢を教えてください。,あなたの性別をおしえてください。
鯖江市,そうは思わない,"鯖江市は新幹線の駅もないから
",あまりそうは思わない,関西方面へのアクセスが悪くなった,そう思う,今まで福井を知らなかった人も興味を持ってくれるから,そう思う,福井の良いところを知ってほしい,そう思う,,どちらともいえない,,好ましい,福井の良いところを知ってほしいから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋",3,3,,7,,7,,50～59歳,女性
坂井市,そう思う,やっぱり観光客も来訪が増えて、観光消費額が増えると思うから。,全くそうは思わない,ハピラインが、JRの頃と比べて利便性が上がったのと下がったのと半々。運賃は結構高くなったという印象です。,そう思う,にぎわっている雰囲気が醸し出されるし、やっぱり経済効果を得られるから。,とてもそう思う,自分の住んでいる所を好きになって欲しいし、褒められたいから。,あまりそうは思わない,地域間競争の中、そうなり得ない気がするから。,どちらともいえない,我が市のことでも、他人事のように感じるから。普段の生活の中で観光に関わることがない。,好ましい,前述のとおり,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,その他,悪評の拡散。一度来てリピーターになってくれない。,"観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 観光案内所、観光ガイド, 駐車場, 体験施設",1,5,普段、普通に食べているものが、相当に美味いから。,7,,7,期待を込めての評価。今のままでいてほしい。,50～59歳,男性
福井市,そう思う,街が活性化する,そう思う,東京に遊びに行くのに、移動時間が短くなった,そう思う,福井のこと、福井の良さを知って、福井の思い出を作ってもらえるのは嬉しいことだから,そう思う,福井の魅力を知ってほしい,ややそう思う,訪れる人が増えれば、街が活性化する,どちらかといえば評価している,観光客を増やそうと、街が綺麗に明るくなっている,好ましい,街が活性化するから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 観光案内所、観光ガイド, 駐車場",4,3,おすすめの観光スポットがちょい少ないのと、車がないと観光がまだまだ不便なとこ,7,ほどほどに自然があって、観光スポットがあって、人が親しみやすい。けど、車のマナーが良くなかったり、世間が狭すぎて、人と人がすぐつながるとこが少し嫌。,8,歳がいけばいくほど自然を求めたいので、ほどよく自然があるのがいい。ただ車社会なので、歳がいくと不便さもあるかなというとこで８。,40～49歳,女性
福井市,ややそう思う,福井駅に人が多くなったように感じるから,そうは思わない,現時点で実感がないから,ややそう思う,,そう思う,,そう思う,,どちらともいえない,,好ましい,,"まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"騒音やごみの増加, その他",宿泊費の高騰,観光イベント,2,3,,7,,7,,50～59歳,男性
おおい町,そうは思わない,観光する所がない,全くそうは思わない,"過去には新幹線を利用していたが今は利用していないから
",そう思う,福井市や敦賀市は新幹線利用者が観光しているから,そう思う,観光客が増えると福井の増益になる,そう思う,観光客が増えるとまた新たに観光施設を作ろうとする,どちらかといえば評価している,福井市、敦賀市は取り組んでいると思う,好ましい,福井県を知ってもらえるから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",嶺南の方も観光客が増えて潤うこｔを期待したい,特に心配はない,今の所マナーが悪いとニュースなどで聞いてないので,"観光マップやパンフレット, 宿泊施設、土産物屋, 観光案内所、観光ガイド",2,3,JRを利用して若狭本郷駅まで来た場合は交通の利便性がない,6,"おおい町の支援は他の地域より良いと感じるから
",5,今と変わらないかもしれないので何とも言えない,40～49歳,男性
鯖江市,全くそうは思わない,鯖江駅は廃れている。特急もこなくなったので。,ややそう思う,東京に行く際に少しは便利になったかなと思う。行く予定はまだありませんが。,とてもそう思う,たくさんの方に来てもらって経済活性してもらえるから,とてもそう思う,福井県で楽しんで良い思い出を作って欲しいから,とてもそう思う,魅力的な観光地がたくさんあるから,どちらともいえない,何に取り組んでいるのかよく分かっていないため,好ましい,福井県の魅力を知ってもらえるから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",福井県で美味しいものを食べたり泊まったりしてもらえると思うので。,特に心配はない,そこまで大きな変化はないと思うから,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）",2,3,,8,なんだかんだ住みやすい。,8,今とあまり変わらないかなと思うから,40～49歳,女性
鯖江市,そうは思わない,新幹線が停まらないから,そうは思わない,,そう思う,,とてもそう思う,観光関連の職場で働いているから,とてもそう思う,観光関連の職場で働いているから,どちらともいえない,,とても好ましい,観光関連の職場で働いているから,観光客の消費によって飲食業や宿泊業が潤う,売上が上がれば社員に還元があるから,特に心配はない,,"観光スポットを結ぶ交通機関, 観光イベント",1,3,,8,,8,,50～59歳,女性
坂井市,ややそう思う,手軽に行けるようになったから,とてもそう思う,子供が東京にいるのでいきやすくなったから,そう思う,福井が活性化された感じがするから,とてもそう思う,福井のいいところをたくさん知ってもらいたいから,とてもそう思う,とてもいいところだからたくさんの人に知ってもらいたい,どちらかといえば評価している,東尋坊などは空いてる店舗が多くお土産屋さんも淋しい感じがするので助成金などでたくさんの店舗でうまっているほうがまた来たくなるようなところになるのではとおもいます,好ましい,観光地近くの人たちは観光客のマナーなど賛否両論かなと思う,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",街に人が増えるのはいいこと,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",テレビでもマナーが問われているから,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント",5,3,あんまり活性されてない気がする,7,不自由なく住めています,7,街のバスなどもう少しお年寄りに優しい街になるといいなと思うから,40～49歳,女性
坂井市,ややそう思う,,ややそう思う,,ややそう思う,,とてもそう思う,,ややそう思う,,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 観光案内所、観光ガイド, 体験施設",4,3,,7,,7,,40～49歳,女性
勝山市,そうは思わない,マナーの悪い人がくる  駅近くに何があるの  遠くまで行かないとだめ,とてもそう思う,交通渋滞,とてもそう思う,観光都市として各市長が観光に力を入れている,そうは思わない,マナーの悪さ,そうは思わない,観光は継続に金がかかる  地方創業に学校と提携して海外に売れる企業の構築 廃業となる介護施設の準公務員化と公共施設化による安定からの民への払い下げ,どちらかと言えば評価していない,マナー改善がさきにある  公共の落書きゴミ捨て禁止など,好ましくない,マナーの悪さ,"観光客の消費によって飲食業や宿泊業が潤う, 観光客との交流が生まれる, ガイドなど市民参加の場が広がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化, 日常生活に影響が出るほどの不安",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 飲食施設, 宿泊施設、土産物屋, 駐車場, 体験施設",1,1,行きたい所を10個以上あげれますか  観光にきて不便はないですか 食事しようにも混んでいて探し続けるなど,5,水がいい  仕事や暮らしは昔より不便,2,人口減少による生活困難,60～69歳,男性
福井市,そうは思わない,従来来訪者が多かった関西圏との交通の便が悪化したから,そうは思わない,京都・大阪へのアクセスが悪くなったから,あまりそうは思わない,従来来訪者が多かった関西圏との交通の便が悪化したから,ややそう思う,,そう思う,,どちらかと言えば評価していない,富裕層を対象としようとする方針は不適切,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 移住・定住のきっかけとなる",,特に心配はない,オーバーツーリズムには程遠いから,観光スポットを結ぶ交通機関,1,4,,4,,4,,50～59歳,男性
越前町,あまりそうは思わない,最寄りの駅だった鯖江駅がJR撤退で閑散として、しらさぎがなくなりとっても不便である,ややそう思う,"北陸新幹線で東京の家族に乗り換え無しで行けるのはいいが最寄りの駅が福井か武生まで行かないと乗れないのは不便
",とてもそう思う,観光地にとっては乗り換え無しで便利です,とてもそう思う,おかねを落としてくれる,そう思う,福井県はまだまだ素敵な観光地があるのに、人々に知れていないところがある,どちらともいえない,"観光地までのアクセスが悪い
",好ましい,故郷越前町を皆んなにもっと知ってほしい,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光イベント, 観光マップやパンフレット, 観光案内所、観光ガイド",2,3,,6,"若者の働く職場の誘致を勧めないとだんだん若者が
減って行く
",6,人口減少の問題を真剣に考えないと私達の地元も限界集落になりつつある,70歳以上,女性
福井市,そう思う,,ややそう思う,,ややそう思う,,そう思う,,そう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 駐車場",1,4,,7,,7,,30～39歳,女性
敦賀市,そうは思わない,特急がつかえない,そうは思わない,不便になった,あまりそうは思わない,芦原等いきづらい、車の方が便利,ややそう思う,,ややそう思う,,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 飲食施設",3,3,,5,,5,,50～59歳,女性
越前市,とてもそう思う,県外の人に地元を知っていただく機会が増えた,とてもそう思う,東京が身近に感じられる,とてもそう思う,福井を知っていただく事ができる,とてもそう思う,福井を知っていただきたい,とてもそう思う,もちろんそう思う,どちらかといえば評価している,まだまだアピールが足りない,とても好ましい,経済が活性化する,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,特に心配はない,,観光スポットを結ぶ交通機関,5,5,,8,,8,,60～69歳,男性
福井市,そう思う,,ややそう思う,,そう思う,,そう思う,,そう思う,,評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 飲食施設, 宿泊施設、土産物屋",4,4,,8,,7,,70歳以上,女性
坂井市,あまりそうは思わない,丸岡町には丸岡城しかないので街があまり活性化しないように思います。,あまりそうは思わない,,とてもそう思う,東京方面からのアクセスが非常に良い,とてもそう思う,県が活性化して欲しい,とてもそう思う,,どちらともいえない,少し偏った取り組みだと思う,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 歴史文化資源の保存活用につながる, ガイドなど市民参加の場が広がる",,治安の悪化,,"観光スポットを結ぶ交通機関, 駐車場",3,4,,6,賃金に対して物価が高い,6,,70歳以上,男性
鯖江市,そうは思わない,鯖江駅がローカル路線になり、不便になりデメリットが大きいです。,ややそう思う,東京などへのアクセスは良くなったのが良い影響です。,ややそう思う,,とてもそう思う,,そう思う,,どちらともいえない,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる",,歴史文化資源の破壊,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 飲食施設",3,3,,6,,5,,50～59歳,男性
越前市,全くそうは思わない,サンダーバードやしらさぎが最寄駅まで来なくなったから。,全くそうは思わない,サンダーバードやしらさぎが最寄駅まで来なくなったため、関西や名古屋へ行くのに不便になったから。,ややそう思う,TVで取り上げられたりしてしばらくは新幹線特需があると思うがずっと続くかはわからないから。,そう思う,美味しい物が沢山あるので食べたいって欲しい。,そう思う,知名度が上がると嬉しいから。,どちらともいえない,どんな取り組みをしてるか、あまり知らないから。,好ましい,観光客が増えると新たな施設やお店が増えそうだから。,地域の知名度が上がる,観光客の口コミでひろまりそうだから。,交通渋滞や路上駐車などの交通環境の悪化,サンドーム周辺がライブの度に混雑してるから。,"観光スポットを結ぶ交通機関, 飲食施設, 駐車場",3,3,他の市の東尋坊や恐竜博物館ほどの有名な観光地がないから。,7,都会に行くのに遠い。それ以外は満足している。,7,5年では特に何も変化がなさそうだから。,40～49歳,女性
福井市,そう思う,関東方面から観光に来たいという人がでてきた,ややそう思う,子供の帰省で便利になった,ややそう思う,なんとなく,そう思う,楽しんで帰って欲しいから,そう思う,福井でしか体験出来ないものや事をもっとブラッシュアップするべきと思うから,評価している,各地でイベントなどを開催して成果を上げていると思うから,どちらかと言えば好ましい,いろんな価値観にふれる機会が増えそうだから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 歴史文化資源の破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 駐車場, 体験施設",1,1,福井市内に観光を薦めたい所が少ない,5,子供に関する事にはとても良い環境だったが、家賃以外の生活費が高い気がする,5,"車の運転ができなくなると生活が成り立たないので心配
ネットスーパーなどが安く利用できるようになるとまだ安心",50～59歳,女性
福井市,ややそう思う,県外からの旅行客が増えるから,ややそう思う,他県の人が来ることによって、イベントなどが増えるから,ややそう思う,,とてもそう思う,福井の事をもっと知ってもらいたい,そう思う,福井の良いところを知ってもらい、また他県の新しい風が吹くと刺激になるから,どちらかといえば評価している,以前より、活動が増えていると思うから,好ましい,福井の経済が動くから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,"交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 飲食施設, 宿泊施設、土産物屋, 体験施設",4,3,若い人の興味のあるものや、刺激が少ないから,7,,7,,60～69歳,女性
勝山市,そう思う,観光等で来訪機会が増えるから,ややそう思う,東京ね行こうという気持ちが上がるから,そう思う,多くの人の交流が増えるから,とてもそう思う,福井を知ってもらえる機会となるから,そう思う,人口増加につながっていくから,どちらともいえない,ウェルカム精神が薄い　お迎えする土壌を醸成すべき　よそ者扱い的な目をしないこと,好ましい,経済的効果が高くなるから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化, その他",その心配をなくそうと地域が一体となるいい機会にすべきと考えます,"観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 駐車場, 体験施設",5,5,"白山国立公園域に実際に生活しているから
観光地でもあるが生活圏でもあります",10,"自分で選んで生まれ育てられ生かされている
知事の笑顔が何より安心してこの地で幸せを感じる",10,福井県のトップの知事の笑顔、お人柄が何より一番大事と思います,60～69歳,男性
坂井市,とてもそう思う,観光客が増えている。,ややそう思う,,とてもそう思う,,とてもそう思う,福井の良さを知ってほしい。,とてもそう思う,県全体の活性化につながるから。,とても評価している,,とても好ましい,地域の活性化につながる。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）",5,5,自然が豊か。観光地や美味しい食べ物が多くある。,7,田舎に住んでおり、交通の便が悪いため。,6,車を手放す時期に入り、外出の機会が減るため。,60～69歳,女性
越前市,ややそう思う,県外からの観光客、特に関東からの観光客が増えたと思うから,そうは思わない,関西方面移動時、敦賀駅での乗り換えが思ったより大変で困ったが、子供は新幹線が身近に見られて喜んでいるのでその点はよかった。,とてもそう思う,福井にしかないものづくりや文化がありそれを知ることが存続に繋がるから,とてもそう思う,自身も県外出身者であり移住後に福井の良さをたくさん見付けたので観光客にも知って欲しいから,ややそう思う,それは個人の自由だから,評価していない,越前市の紫式部ミュージアムの入館料が高すぎたから,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 歴史文化資源の保存活用につながる",,"歴史文化資源の破壊, 自然破壊",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 体験施設",4,5,越前和紙や越前焼、越前刃物、メガネなどの工芸文化、古く美しい建築が残っている街並み、自然が近く共存する生活など私にとっては興味深いもので溢れている町だから。,9,概ね満足だが交通の便が悪いのと市役所の対応が酷いことと夏の暑さ・冬の雪の多さが不満だから,9,,30～39歳,女性
若狭町,ややそう思う,三方五湖周辺への観光が増えてくると思いました,あまりそうは思わない,自身の生活への影響はないですね,そう思う,恐竜をメインに良い影響の方が大きいと思います,そう思う,,そう思う,,どちらともいえない,誘客、集客方法が反映されていない,好ましい,,"波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,"歴史文化資源の破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 飲食施設, 体験施設",3,3,,6,,5,,60～69歳,男性
越前市,ややそう思う,観光できる,あまりそうは思わない,乗り継ぎが面倒,ややそう思う,観光できる,そう思う,福井県を見てほしい,そう思う,魅力的なところがたくさんあるから,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化",5,5,,8,,8,,40～49歳,女性
おおい町,ややそう思う,,全くそうは思わない,,そう思う,,そう思う,,そう思う,,どちらかといえば評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 駐車場",3,4,,6,,5,,60～69歳,男性
坂井市,全くそうは思わない,"私が住んでる坂井市は何もない
三国町なら東尋坊とか、雄島とか、松島水族館などあるけど､､､",ややそう思う,実家に帰りやすくなったり、東京に遊びに行ける,そうは思わない,,とてもそう思う,私自身が県外から来たのですが、まだまだ福井知らないところ行った事ない所あるので,ややそう思う,,どちらともいえない,具体的な活動を知らないので何とも言えない,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, その他",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",3,3,,10,,5,福井県にいるかわからない,40～49歳,女性
おおい町,そうは思わない,"延伸した新幹線ですが敦賀が乗り継ぎ場所になってると思う。
",そうは思わない,町内が県外のお客様で潤ってるって言う話を聞かないから,あまりそうは思わない,嶺北は人が増えたけど、嶺南は全くに等しいと思うから,そうは思わない,私の住んでる町は、人が来ても対応する宿、飲食店がないから,そう思う,県外のお客様にお金を落としてもらって潤うと思うから,評価していない,もっと人を呼ぶ努力して欲しい,好ましい,もっと潤って欲しいから,"観光客の消費によって飲食業や宿泊業が潤う, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,特に心配はない,,"観光スポットを結ぶ交通機関, 飲食施設, 宿泊施設、土産物屋, 体験施設",3,3,,3,"賃金が低いのに物価が高い
",3,,60～69歳,女性
福井市,そう思う,東京まで乗り換えなしで行けるようになった,そう思う,,そう思う,,そう思う,,そう思う,,評価している,,とても好ましい,,"まちに賑わいが生まれる, 地域の知名度が上がる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光イベント, 観光マップやパンフレット, 飲食施設",3,3,,7,,7,,50～59歳,女性
越前市,ややそう思う,関東エリアからの来訪者が増えた気がします,そうは思わない,良い影響を感じない,とてもそう思う,関東エリアからダイレクトに来れるため,そう思う,福井の自然の豊かさを知ってほしい,あまりそうは思わない,観光客が増えると商業的になりすぎて福井の魅力が半減すると思う,どちらかと言えば評価していない,"100年に一度の好機を活かしていない。
恐竜に頼りきっている",どちらともいえない,観光地が荒れる,"観光客の消費によって飲食業や宿泊業が潤う, 移住・定住のきっかけとなる",,"騒音やごみの増加, 歴史文化資源の破壊, 自然破壊",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 宿泊施設、土産物屋",5,5,食べ物も美味しくまた自身が心豊かに過ごせているから,10,四季を感じ衣食住で満足しているため,10,福井県が好きだから。幸せの基準は各々違う。ボーダーラインが低ければ幸せいっぱい。,50～59歳,女性
福井市,とてもそう思う,福井県への観光が増えると思ったから,とてもそう思う,交通機関が電車だけではなくタクシーやバスの運行も快適になるよう変化していくと思ったから,とてもそう思う,,とてもそう思う,まだまだ福井の観光スポットは知られていないと思うため,とてもそう思う,,評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",5,5,,10,,10,,30～39歳,男性
福井市,ややそう思う,駅前の人出が増えたように思う,ややそう思う,実家へ帰省がしやすくなった為,ややそう思う,全国的にあるオーバーツーリズムやそれによる日本人観光客の減少の心配もあるけれど、今のところは問題は特に無さそうなので,ややそう思う,観光客に全く関わらないため,ややそう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 体験施設",2,3,福井県出身でなく、まだ私自身が福井を知り尽くしてはいないため。,7,車が無いと不便ではあるが、子どもの遊ぶ場所がかなり整備されているのはありがたい,7,5年後にいるか分からないため,40～49歳,女性
敦賀市,とてもそう思う,,あまりそうは思わない,,そう思う,,そう思う,,そう思う,,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,騒音やごみの増加,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化",4,3,,6,,5,,50～59歳,女性
南越前町,あまりそうは思わない,観光資源が乏しく、新幹線も停車しないため,あまりそうは思わない,特急列車が敦賀止まりになってしまい、便利が悪いため,そう思う,,そう思う,,そう思う,,どちらともいえない,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 体験施設",4,3,,8,,7,,30～39歳,女性
福井市,そう思う,観光客が増える,そう思う,駅前に住んでるのでイベントご増えるから,そう思う,もともと観光客が少ないのだから、増えないと意味がない,とてもそう思う,のんびりと色んな所をみて欲しい,とてもそう思う,,どちらかといえば評価している,まだまだアピールが足りない,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 体験施設",4,5,,7,,7,,40～49歳,女性
福井市,そう思う,から商業施設が駅前に増えた,ややそう思う,東京へは楽になったが南へ行くのが面倒,ややそう思う,,ややそう思う,普段の生活には影響はないので,そう思う,余り仕事関係には関係ないので,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,その他,物価が上がる,"観光スポットを結ぶ交通機関, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋",1,3,,6,,6,,40～49歳,女性
勝山市,そう思う,新幹線開業に向けて福井駅周辺がきれいになり、福井駅周辺に行きたいと思うことがおおくなった。また、福井駅の賑わいが実感している。,そう思う,,そう思う,,そう思う,,そう思う,,評価している,,好ましい,,その他,観光だけでなく、産業の発展に注力すべき,特に心配はない,,その他,3,3,,6,,6,,70歳以上,男性
