No,紙/WEB,問1,問2,問3,問3 その他,問4,問5,問6,問7 1つ目,問7 2つ目,問7 3つ目,問7 その他,問8 1人目,問8 2人目,問8 3人目,問8 4人目,問8 5人目,問8 未就学児,問8 小学生,問8 中学生,問8 高校生,問8 大学生等,問9,問10,問10 その他,問11 1つ目,問11 2つ目,問11 3つ目,問11 その他,問12 1つ目,問12 2つ目,問12 3つ目,問12 その他,問13① 1つ目,問13① 2つ目,問13① 3つ目,問13① その他,問13② 1つ目,問13② 2つ目,問13② 3つ目,問13② その他,問13③ 1つ目,問13③ 2つ目,問13③ 3つ目,問13③ その他,問13④ 1つ目,問13④ 2つ目,問13④ 3つ目,問13④ その他,問13⑤ 1つ目,問13⑤ 2つ目,問13⑤ 3つ目,問13⑤ その他,問13市 1つ目,問13市 2つ目,問13市 3つ目,問13市 その他,問14,問15-1 1-1重,問15-1 1-1満,問15-1 1-2重,問15-1 1-2満,問15-1 1-3重,問15-1 1-3満,問15-1 1-4重,問15-1 1-4満,問15-1 1-5重,問15-1 1-5満,問15-1 1-6重,問15-1 1-6満,問15-1 1-7重,問15-1 1-7満,問15-1 1-8重,問15-1 1-8満,問15-1 1-9重,問15-1 1-9満,問15-1 2-1重,問15-1 2-1満,問15-1 2-2重,問15-1 2-2満,問15-1 2-3重,問15-1 2-3満,問15-1 2-4重,問15-1 2-4満,問15-1 2-5重,問15-1 2-5満,問15-1 2-6重,問15-1 2-6満,問15-1 2-7重,問15-1 2-7満,問15-1 2-8重,問15-1 2-8満,問15-1 2-9重,問15-1 2-9満,問15-1 2-10重,問15-1 2-10満,問15-1 2-11重,問15-1 2-11満,問15-1 2-12重,問15-1 2-12満,問15-1 2-13重,問15-1 2-13満,問15-1 2-14重,問15-1 2-14満,問15-1 2-15重,問15-1 2-15満,問15-1 2-16重,問15-1 2-16満,問15-1 2-17重,問15-1 2-17満,問15-1 2-18重,問15-1 2-18満,問15-1 2-19重,問15-1 2-19満,問15-1 2-20重,問15-1 2-20満,問15-1 2-21重,問15-1 2-21満,問15-1 2-22重,問15-1 2-22満,問15-2 ①1つ目,問15-2 ①2つ目,問15-2 ①3つ目,問15-2 ②1つ目,問15-2 ②2つ目,問15-2 ②3つ目,問16 1重,問16 1満,問16 2重,問16 2満,問16 3重,問16 3満,問16 4重,問16 4満,問16 5重,問16 5満,問16 6重,問16 6満,問16 7重,問16 7満,問16 8重,問16 8満,問16 9重,問16 9満,問16 10重,問16 10満,問16 11重,問16 11満,問16 12重,問16 12満,問16 13重,問16 13満,問16 14重,問16 14満,問16 15重,問16 15満,問16 16重,問16 16満,問16 17重,問16 17満,問16 18重,問16 18満,問17 自由 意見,web回答番号
107,紙,2,9,4,,3,1,3,1,4,5,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,1,5,9,,8,9,16,,8,9,16,,3,11,14,,3,11,14,,3,11,14,,8,9,16,,2,2,3,4,4,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,2,3,4,3,3,3,3,3,2,3,2,3,2,3,4,3,2,3,2,3,4,3,2,3,4,3,4,2,4,3,4,3,3,3,3,3,3,3,14,99,99,18,99,99,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,2,3,4,2,4,3,3,3,3,3,道路の白線の塗直しを早急に実現＆実践してほしい。全く道が分かりません。夕方・雨の日等、全く白線がうすくて運転に不安大です。早急にお願いします。,
108,紙,2,10,10,,1,1,6,4,13,15,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,5,9,99,,99,99,99,,99,99,99,,1,6,9,,99,99,99,,99,99,99,,99,99,99,,2,5,1,5,0,3,0,5,2,3,3,4,0,5,2,3,0,3,1,5,2,5,3,3,1,5,1,4,3,5,2,4,2,3,2,4,2,4,1,99,99,5,2,4,2,4,1,3,3,3,3,4,1,3,3,3,2,4,2,3,2,3,3,17,99,99,1,7,12,5,0,3,0,3,1,3,2,4,1,3,2,3,1,3,3,4,1,4,1,4,4,4,1,3,3,3,0,3,3,3,3,3,3,5,2,,
109,紙,1,1,9,,1,2,1,5,99,99,,99,99,99,99,99,0,0,0,0,0,3,1,,3,5,6,,1,2,9,,3,12,16,,8,9,16,,7,9,16,,1,8,16,,7,11,14,,7,16,17,,2,5,1,5,1,5,2,4,2,3,2,3,3,4,0,5,1,3,3,4,2,3,2,5,2,4,2,5,2,5,2,4,2,3,2,3,3,3,2,4,2,5,0,4,3,4,3,5,2,4,3,4,2,4,2,3,3,3,0,4,2,3,2,3,99,99,3,6,15,3,3,5,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,4,0,4,3,4,2,3,3,3,3,4,2,4,3,4,3,4,2,,
110,紙,1,5,11,交通指導員(警備員),1,1,4,5,7,15,,99,99,99,99,99,0,0,0,0,0,3,1,,1,3,4,,2,5,9,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,1,4,3,4,3,5,4,4,3,4,3,4,3,3,3,3,3,3,2,3,3,4,4,4,3,4,3,4,4,3,3,3,3,3,3,4,2,4,3,4,3,4,4,4,3,3,3,3,3,4,4,5,4,4,3,4,3,4,3,4,3,4,4,21,22,99,5,14,18,3,3,5,4,0,0,3,3,5,4,4,4,3,3,2,2,3,3,3,3,3,3,4,3,3,3,3,3,2,2,4,4,5,4,4,4,,
111,紙,1,6,2,,3,1,8,1,10,15,,99,99,99,99,99,0,0,0,0,0,2,3,,98,98,98,,3,99,99,,99,99,99,,99,99,99,,1,9,12,,99,99,99,,99,99,99,,99,99,99,,2,0,0,0,0,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,99,99,7,99,99,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,2,2,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,
112,紙,1,7,2,,1,1,3,1,4,13,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,3,5,9,,3,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,0,0,0,0,0,0,3,3,3,2,3,3,4,2,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,2,3,0,4,2,3,0,0,0,0,0,3,3,3,3,3,3,0,0,3,3,3,3,3,3,11,12,99,18,99,99,4,3,4,3,2,0,4,3,3,3,5,3,2,0,3,3,0,0,99,99,3,2,3,3,3,2,0,0,0,0,4,0,3,3,3,3,,
113,紙,1,8,1,,2,1,8,4,5,9,,99,99,99,99,99,0,0,0,0,0,3,1,,2,3,6,,1,2,9,,99,99,99,,8,99,99,,5,7,99,,99,99,99,,99,99,99,,99,99,99,,2,5,2,5,3,3,1,3,1,4,3,3,3,4,2,5,3,3,2,3,2,3,2,3,2,5,2,3,1,3,2,3,2,3,2,3,2,2,2,4,2,5,3,5,3,3,1,4,2,3,1,3,1,4,2,3,1,3,0,3,0,3,1,4,12,20,4,12,18,5,1,3,1,3,1,3,2,3,2,3,3,2,0,3,0,3,3,4,2,3,2,4,2,3,2,2,2,5,3,5,2,5,3,4,3,"鯖江と言ったら、つつじ祭りという風な催しと人集めを産業と結び付けて欲しい。
鯖江市商店街を歩行者天国にして、旧市内全体に人が集い、楽しめる催しを考えて欲しい。",
114,紙,2,10,8,,1,1,1,1,4,5,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,5,9,,99,99,99,,2,14,16,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,1,3,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,2,3,4,3,3,3,2,2,3,3,4,4,3,3,3,3,99,99,99,99,99,99,99,99,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,4,3,3,4,4,4,4,,
115,紙,2,3,2,,3,3,9,7,99,99,,1,1,99,99,99,2,0,0,0,0,5,1,,99,99,99,,2,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,7,10,11,,16,99,99,,2,99,99,99,99,99,99,99,99,99,99,99,99,5,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,1,5,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,子供の手当があまりない気がする。越前市の方が良いなと感じる。子供達が楽しく遊べる公園も鯖江にはあまりない。西山では足りない。歯医者の無料検診もない。子供にとって楽しく、そして子育てしやすくなって欲しい。,
116,紙,2,5,2,,3,2,6,1,7,12,,5,5,99,99,99,0,0,0,0,2,4,3,,98,98,98,,1,2,5,,2,3,4,,2,8,9,,3,9,13,,1,13,14,,10,11,14,,2,10,13,,2,5,3,5,3,5,4,5,2,5,3,5,4,5,3,5,5,5,4,5,2,5,4,5,3,5,3,4,2,4,3,3,2,3,2,4,2,5,3,5,2,4,3,4,2,5,5,4,3,5,2,5,1,5,3,4,3,5,3,5,2,5,2,3,8,19,1,7,20,5,3,4,3,5,3,5,3,5,3,5,2,5,2,5,3,5,3,4,2,4,2,4,3,5,2,3,3,4,2,4,2,3,3,4,3,,
117,紙,1,5,2,,1,1,7,7,99,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,5,6,99,,6,99,99,,99,99,99,,7,11,99,,99,99,99,,99,99,99,,99,99,99,,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,
118,紙,2,6,4,,3,1,4,4,99,99,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,2,5,9,,7,13,99,,7,13,99,,7,13,99,,7,13,99,,7,13,99,,14,16,99,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
119,紙,2,7,2,,3,1,7,1,9,15,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,1,2,9,,99,99,99,,99,99,99,,3,9,10,,99,99,99,,99,99,99,,99,99,99,,2,4,3,4,4,4,3,3,3,4,3,3,2,4,2,3,2,3,2,3,3,3,3,4,2,4,2,3,3,3,3,3,2,4,3,3,3,3,2,3,2,4,3,4,3,5,2,3,2,5,2,5,2,5,3,5,2,4,2,5,2,4,3,9,12,14,9,12,14,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,2,4,3,4,3,5,4,4,3,4,2,4,3,4,3,4,3,5,4,5,3,,
120,紙,1,7,4,,2,1,6,15,99,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,1,3,99,,99,99,99,,99,99,99,,9,16,99,,99,99,99,,99,99,99,,99,99,99,,2,3,3,4,2,3,3,5,2,3,3,3,3,5,2,5,2,3,3,5,1,3,3,4,1,4,3,3,3,2,3,2,3,1,0,3,3,3,3,4,1,4,2,2,2,4,1,2,2,1,1,4,3,4,2,4,2,3,3,3,3,3,3,3,99,99,14,17,99,4,2,0,0,2,3,4,2,4,3,4,3,3,3,3,3,3,3,1,0,2,2,0,0,2,3,0,0,5,2,5,2,2,2,3,3,,
121,紙,2,7,2,,3,1,7,1,3,4,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,2,5,9,,99,99,99,,99,99,99,,2,3,7,,99,99,99,,99,99,99,,99,99,99,,2,5,0,99,99,99,99,99,99,3,3,5,0,5,0,5,2,99,99,5,0,5,0,5,0,5,0,5,0,5,0,5,0,3,0,3,0,4,0,3,0,5,0,5,0,5,0,3,0,4,0,5,0,5,0,5,0,3,99,3,0,5,0,99,99,99,99,99,99,4,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,4,5,0,5,4,鯖江市の取組アンケートの内容が難しい。もっと分かりやすく説明してほしい。市と県に要望ですが、鯖江市の人口が増えているが、中学校が3校だけで中央中はマンモス学校で生徒に目が行き届いているのか？丹南高校を修復して、吉川・豊エリアを対象に中学校を増やしてほしい。将来の子育てのことを考えて欲しいです。鯖江市が好きで、これからもずーっと住み続けていきたいので、是非頑張ってください。,
122,紙,1,8,11,シルバー人材センター,3,1,7,1,99,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,99,99,,99,99,99,,99,99,99,,8,16,99,,99,99,99,,99,99,99,,99,99,99,,2,4,99,99,4,99,99,99,4,99,99,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,99,99,99,99,99,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,,
123,紙,1,8,2,,4,1,3,1,15,99,,99,99,99,99,99,0,0,0,0,0,4,1,,1,5,99,,1,5,99,,10,17,99,,10,17,99,,2,5,99,,12,99,99,,3,11,99,,10,99,99,,2,2,3,4,3,4,2,4,2,3,3,3,3,3,3,4,2,3,3,4,2,4,2,4,2,2,3,4,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,4,2,3,2,4,2,4,2,4,3,3,3,4,2,3,3,5,10,18,2,17,18,5,3,4,3,4,2,4,3,3,3,3,3,3,3,4,2,3,3,2,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,町内会活動、公園里親活動等、地域住民と一体となった活動を展開しているが、市からの助成金などが十分でなく、ボランティアが当たり前と思っている様に感じる。,
124,紙,1,8,2,,3,1,7,4,5,99,,4,3,99,99,99,0,0,1,1,0,0,3,,98,98,98,,99,99,99,,99,99,99,,99,99,99,,1,7,8,,99,99,99,,99,99,99,,99,99,99,,2,5,0,2,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,3,0,3,0,5,0,5,0,2,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,0,99,99,99,99,99,99,5,0,5,0,5,0,5,0,5,0,2,0,2,0,3,0,5,0,5,0,5,0,5,0,3,0,0,0,0,0,5,0,5,0,5,0,職員主体の市役所ではなく、市民主体の市役所であっていただきたい。市役所はつぶれない安定した会社であると思わないでほしい。市民の中には不安定な会社で働いて税金を支払っている人がいることを忘れないでほしい。（大切なことは外注にするな）,
125,紙,1,3,3,,1,1,2,4,99,99,,99,99,99,99,99,0,0,0,0,0,4,1,,99,99,99,,1,2,99,,5,15,99,,5,15,16,,2,5,99,,5,17,99,,2,5,99,,5,16,17,,2,5,3,5,3,5,4,4,3,4,4,3,4,5,3,4,3,3,3,4,3,5,4,5,3,5,3,4,2,3,2,3,1,3,2,3,2,3,3,4,3,4,3,5,3,3,3,5,3,4,3,5,1,5,3,4,3,4,4,5,3,5,3,2,13,18,12,13,18,5,3,5,3,3,3,5,4,5,3,5,2,4,3,4,3,5,3,5,3,5,2,4,3,4,3,5,3,5,3,5,2,5,1,5,3,より良い鯖江市に発展するよう共にがんばりましょう。応援しています。,
126,紙,1,4,2,,2,4,6,1,4,9,,1,1,99,99,99,2,0,0,0,0,5,1,,1,5,7,,5,9,99,,1,15,16,,1,15,16,,1,7,9,,1,7,9,,1,7,9,,1,7,16,,2,4,3,2,3,2,2,3,3,3,3,3,3,4,3,5,3,5,3,3,3,4,3,5,3,4,3,4,3,5,3,5,3,2,2,2,2,2,2,2,2,5,3,5,3,5,3,2,2,4,2,5,1,3,3,4,3,5,3,5,3,2,2,13,99,99,12,99,99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,4,3,2,2,3,3,4,3,5,3,5,3,5,3,,
127,紙,1,4,2,,3,2,1,1,5,9,,1,99,99,99,99,1,0,0,0,0,4,3,,98,98,98,,2,5,9,,2,7,16,,2,7,12,,2,7,12,,2,7,11,,3,7,11,,2,7,12,,2,4,0,5,4,4,0,4,3,4,3,3,3,4,4,4,0,4,3,4,3,4,3,4,0,4,0,4,3,4,0,3,3,3,3,4,3,3,3,3,3,5,4,4,3,4,3,3,3,4,3,4,3,5,4,3,3,3,3,4,3,4,3,2,13,18,12,13,18,5,3,4,3,3,3,5,3,5,3,4,3,3,3,4,3,3,99,4,99,3,99,4,3,4,3,4,3,5,3,5,3,5,3,4,3,,
128,紙,1,4,2,,1,1,6,99,99,99,,99,99,99,99,99,0,0,0,0,0,4,1,,1,7,8,,1,2,5,,2,9,11,,2,7,16,,2,7,11,,1,7,99,,1,7,14,,2,14,16,,2,3,3,4,4,3,3,3,3,4,4,3,2,3,3,4,2,4,4,4,2,4,3,4,99,2,99,4,2,4,2,4,2,3,3,4,3,4,2,4,2,4,4,4,4,4,2,3,3,4,2,4,3,4,4,4,4,4,3,3,3,3,3,4,13,99,7,12,13,4,2,3,3,3,3,4,4,4,4,3,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,,
129,紙,1,5,2,,3,1,6,2,4,5,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,2,4,99,,3,9,15,,1,2,17,,8,14,16,,4,5,17,,10,11,12,,6,7,13,,2,3,3,5,3,4,3,5,3,5,4,5,3,4,3,5,3,5,3,5,3,5,3,5,3,4,3,5,1,5,3,5,2,5,2,5,3,5,2,3,3,5,1,3,3,3,3,3,3,5,3,5,2,5,2,5,2,5,4,3,3,5,3,3,4,13,16,17,18,5,3,5,2,3,3,5,2,5,1,5,4,3,3,5,1,5,3,3,3,5,3,5,2,5,4,5,2,5,3,5,3,5,1,5,1,,
130,紙,1,7,10,,1,1,8,1,15,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,5,99,99,,1,7,99,,1,7,99,,1,7,99,,1,7,99,,1,7,99,,1,7,99,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99,99,1,99,99,5,5,3,3,3,3,3,3,5,5,5,5,3,3,3,3,5,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,,
131,紙,1,7,2,,3,2,6,1,4,15,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,1,2,9,,3,6,8,,8,14,16,,7,9,13,,5,11,12,,2,3,4,,8,13,14,,2,4,0,5,0,4,0,5,0,5,0,4,0,5,0,5,0,4,0,4,0,4,0,5,0,5,0,3,0,5,0,4,0,4,0,3,0,5,0,5,0,5,0,5,0,4,0,4,0,4,0,4,0,5,0,4,0,4,0,5,0,4,0,2,18,99,17,18,99,4,0,3,0,4,0,5,0,5,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,5,0,5,0,5,0,5,0,5,0,今必要なのは、少子高齢化対策・災害対策・環境対策のように感じます。今回のアンケートは範囲が広すぎて、記入に困りました。もう少し簡単なものにしてください。,
132,紙,1,7,2,,4,1,9,7,8,9,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,2,5,9,,99,99,99,,99,99,99,,99,99,99,,2,7,14,,99,99,99,,5,8,16,,2,5,3,5,3,5,0,5,0,5,3,4,0,5,1,5,3,5,3,4,3,5,0,5,3,5,1,5,0,5,0,4,0,4,0,5,0,5,0,5,0,5,3,5,3,5,3,4,0,4,3,4,2,5,3,5,3,5,3,5,3,5,3,99,99,99,4,9,13,5,99,5,0,4,0,5,3,5,3,5,3,4,0,5,3,0,0,5,3,5,3,0,0,4,3,5,3,5,3,5,3,5,3,5,3,孫たちが市内で遊べる全天候型の施設が欲しい。（雨・雪の日は遊べる場所を求めて市外へ行くことが多い）,
133,紙,1,7,5,,2,1,1,5,99,99,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,2,5,9,,99,99,99,,7,8,13,,99,99,99,,99,99,99,,99,99,99,,7,8,13,,2,4,4,5,4,5,0,5,0,5,4,2,2,5,4,4,0,5,4,5,3,5,0,4,0,5,4,4,3,4,4,4,3,4,3,5,5,2,2,5,4,5,5,3,3,5,3,4,3,4,3,5,3,5,3,3,3,4,4,0,0,0,0,99,99,99,99,99,99,5,3,5,3,4,3,5,3,5,3,5,3,0,0,4,4,0,0,0,0,5,4,0,0,5,4,0,0,5,1,0,0,0,0,0,0,,
134,紙,1,10,10,,1,1,1,3,4,5,,5,4,99,99,99,0,0,0,1,1,2,3,,98,98,98,,4,5,9,,99,99,99,,1,2,3,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,4,99,4,99,4,99,3,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,4,99,5,99,4,99,3,99,5,99,5,99,5,1,6,17,9,10,17,99,4,99,5,99,5,99,5,99,5,99,5,99,5,99,4,99,3,99,3,99,3,99,5,99,3,99,3,99,3,99,5,99,5,99,5,市の公共工事の発注をはっきりしてほしい。何十億も高い所に落札するようなことのないようにしなさい。おかいしです。,
135,紙,1,10,4,,1,1,7,1,7,15,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,4,5,9,,6,9,99,,10,14,99,,2,99,99,,2,99,99,,2,99,99,,4,8,16,,2,2,3,3,3,4,3,5,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,4,2,3,3,3,2,3,22,99,12,19,99,3,3,3,3,3,3,4,2,4,2,4,2,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,4,2,3,3,4,2,,
136,紙,2,4,2,,1,2,1,9,99,99,,2,1,99,99,99,1,1,0,0,0,3,3,,98,98,98,,2,99,99,,5,9,99,,5,9,99,,5,9,99,,5,9,99,,5,9,99,,5,9,99,,2,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,0,0,99,99,5,0,3,0,4,0,3,0,3,0,2,0,3,0,3,0,3,0,5,3,5,2,4,2,4,0,4,0,4,0,4,0,3,0,3,0,3,0,3,0,99,99,99,99,99,99,4,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,4,0,3,0,4,0,4,0,4,0,4,0,5,0,5,0,4,0,,
137,紙,2,5,7,,3,2,7,4,99,99,,99,99,99,99,99,0,0,0,0,0,3,1,,5,99,99,,2,99,99,,15,99,99,,99,99,99,,9,99,99,,99,99,99,,99,99,99,,99,99,99,,2,3,4,4,3,3,3,5,5,4,4,3,3,3,3,4,4,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,2,17,99,99,14,99,99,3,3,3,3,3,3,3,2,3,2,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,5,3,5,3,5,4,,
138,紙,2,6,2,,3,5,7,4,99,99,,99,99,99,99,99,0,0,0,0,0,0,3,,98,98,98,,2,5,99,,99,99,99,,99,99,99,,6,14,99,,99,99,99,,99,99,99,,99,99,99,,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,高齢者に対しての取組は成されて無いのですか？,
139,紙,2,6,2,,1,1,6,1,4,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,99,99,,99,99,99,,99,99,99,,2,10,99,,99,99,99,,99,99,99,,8,16,99,,2,5,0,5,2,5,2,5,3,5,3,5,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,99,99,99,12,13,14,5,0,5,0,5,0,5,3,5,3,5,3,5,0,5,0,5,0,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,今住んでいる場所は、秋になると近くにある欅の木から大量の落ち葉が落ちてきます。持ち主の方に市からは何とか言ってもらえないものでしょうか？道幅を広げてもらわないと除雪も入るのが難しい道もあると思います。調査検討して頂けると嬉しく思います。,
140,紙,2,6,8,,1,1,9,7,9,99,,5,99,99,99,99,0,0,0,0,1,3,1,,9,10,99,学校,2,4,9,,1,7,14,,13,15,16,,5,99,99,,11,12,17,,3,4,11,,4,6,8,,2,3,3,5,2,4,2,5,3,3,3,4,3,3,3,4,4,2,3,5,3,5,2,3,3,3,3,2,3,2,3,5,3,5,4,2,3,3,3,5,2,4,3,5,1,5,3,3,3,3,3,5,1,3,3,3,3,3,3,3,3,2,3,2,7,11,8,11,14,4,3,2,3,3,3,2,3,2,3,2,3,3,3,4,4,1,3,1,3,3,4,3,3,3,3,3,3,4,3,5,2,3,3,3,3,このようなアンケートもネットを使ってデジタル集計してはどうですか？,
141,紙,1,2,9,,1,1,8,1,4,7,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,1,5,9,,8,14,15,,9,13,15,,4,7,10,,5,8,11,,7,8,11,,7,15,16,,2,5,3,4,3,3,4,5,5,5,5,4,4,5,3,0,4,5,5,0,3,5,4,5,5,4,4,3,4,5,4,5,3,0,0,4,5,5,5,5,5,5,3,5,5,5,4,3,4,5,5,5,4,5,5,5,5,3,3,4,3,0,0,9,11,17,3,6,16,4,4,5,2,3,4,4,5,5,5,5,4,0,0,5,5,5,3,5,5,5,5,2,1,5,5,5,5,4,3,5,5,5,4,5,5,,
142,紙,1,3,6,,1,1,6,4,99,99,,99,99,99,99,99,0,0,0,0,0,5,1,,3,99,99,,2,99,99,,9,14,16,,7,9,99,,2,9,11,,2,7,9,,2,7,9,,7,9,14,,2,5,3,5,2,5,2,4,4,4,4,4,4,5,3,5,2,4,4,5,4,5,5,5,1,5,3,3,3,5,3,5,4,5,4,5,3,4,3,5,2,5,2,5,2,4,2,5,2,5,1,5,1,5,3,5,5,5,5,5,5,5,4,6,10,21,12,13,17,4,3,5,2,5,4,5,3,5,4,5,5,5,3,4,3,5,4,4,4,5,5,5,4,5,2,5,3,5,1,5,5,5,5,5,5,,
