【問１】あなたのお住まいの地域を教えてください。,【問２】北陸新幹線 福井・敦賀開業で、お住まいの市町へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問３】北陸新幹線 福井・敦賀開業で、自身の生活へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問４】観光が福井県に与える影響は、「良い影響」の方が「悪い影響」より大きい。,上記回答の理由をお答えください（任意）,【問５】一人の県民として、福井県を訪れる観光客を歓迎したい。,上記回答の理由をお答えください（任意）,【問６】福井県はこれからも観光客の目的地・旅先であり続けるべきだ。,上記回答の理由をお答えください（任意）,【問７】福井県やお住まいの市町、および関連団体による観光振興の取り組みを住民として評価している。,上記回答の理由をお答えください（任意）,【問８】観光客が増加することについてどのように思いますか？,上記回答の理由をお答えください（任意）,【問９】観光客が増加することで期待される効果について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１０】観光客が増加することで心配される影響について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１１】観光地として整備する必要があると思われるものについて、当てはまると思う選択肢をすべてお答えください,【問１２】観光客がお住まいの地域に来ることで、自分が住んでいる地域に愛着や誇りを感じる機会がありますか？,【問１３】自分が住んでいる地域を、福井県外の人に自信を持ってお勧めできると感じますか？,上記回答の理由をお答えください（任意）,"【問１４】現在、あなたは福井県での暮らしにどの程度幸せを感じていますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,"【問１５】今から5年後、あなたは福井県での暮らしにどの程度幸せを感じていると思いますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,あなたのご年齢を教えてください。,あなたの性別をおしえてください。
福井市,あまりそうは思わない,"観光客が増えた実感がない。
住民への影響も感じない。",ややそう思う,何の実感も無い。,あまりそうは思わない,観光客が増えた実感が無い。,そう思う,日本人観光客は暖かく迎えたい。,そう思う,観光業は産業の1つ,どちらかといえば評価している,魅力的、効果的な、恐竜以外の振興策をあまり聞かない,どちらともいえない,今でもイベントに人が多すぎるて混雑してるのに、これ以上観光客が増えるのなら、対策が必要,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化, その他",中国人や韓国人によるマナー違反や迷惑行為,"観光スポットを結ぶ交通機関, 飲食施設, 駐車場, その他",2,4,良い観光スポットが既に沢山ある,8,転勤族を退職で終えて、最後に住むにはとても良い所だと思う,5,闘病中のため,60～69歳,男性
美浜町,あまりそうは思わない,敦賀から美浜への交通の便が不便で、なかなか美浜まで来られる人はいないと思う。,あまりそうは思わない,新幹線にはあまり乗らない。北陸新幹線は時間もかかるし、高いので、結局は東京行きだと米原回りになると思う。,ややそう思う,新幹線開業したことで悪いことはないと思うが、多大なお金を使っただけに、もっと周辺を観光客に楽しんでいただけるように、すべきだと思う。駅からの距離が遠かったり、駅周辺で楽しめるところが特に何もないと思う。,とてもそう思う,あまり観光地として選ばれることはないが、来てくれてとても嬉しい！観光してもっと福井の良さを広めて欲しい！,とてもそう思う,福井県にはいいところがたくさんある！,どちらともいえない,"以前よりは盛り上がっていると思うが、中途半端な感じがする。
もっと敦賀祭りのような盛り上がる大きいイベントを定期的に開催してもいいと思う。",とても好ましい,どんどん経済を回して、活気付いて欲しい！,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",行きたい！と思う場所になってほしい！,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",福井県は自然がいっぱいで穏やか。そんな静かで穏やかさも福井県のいいところ。それを観光客に崩されてほしくはない。マナーを守ってほしい。,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",5,3,自然の豊かさ、海、湖、山。とくに楽しめるところはないかもしれないが、ゆっくりと穏やかに過ごすにはとても良いところだと思う。人も温かくて優しい。,7,暮らしやすいが、嶺北など一定の箇所に密集しており、不便なところもある。嶺南でも盛り上がるところがほしい。ただ、育児する環境としては住みやすくてよい。,8,子育てするにはとても良いと思うから。,20～29歳,女性
越前町,ややそう思う,,あまりそうは思わない,特急がなくなって乗り換えが不便,ややそう思う,,そう思う,,そう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,"波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"交通渋滞や路上駐車などの交通環境の悪化, 自然破壊, 治安の悪化",,観光スポットを結ぶ交通機関,4,5,,10,,10,,50～59歳,女性
坂井市,あまりそうは思わない,,あまりそうは思わない,,ややそう思う,,そう思う,,そう思う,,どちらともいえない,,どちらかと言えば好ましい,,波及効果により他の地場産業が活気づく,,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 宿泊施設、土産物屋",4,3,,8,,7,,60～69歳,女性
坂井市,そう思う,東尋坊等への観光客の増加,あまりそうは思わない,,とてもそう思う,,とてもそう思う,,とてもそう思う,,とても評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化",4,4,,8,,8,,70歳以上,男性
福井市,とてもそう思う,駅前の賑やかさと三方五湖のアクセスが良くなった,とてもそう思う,駅前のお店が増えて休日の過ごし方が良くなる,とてもそう思う,,とてもそう思う,,とてもそう思う,,とても評価している,桜マラソンがとても良かった。毎年の県外からお客さんを呼ぶいいイベントになる,とても好ましい,経済が回るから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント",5,5,コンパクトで迷わない駅前,9,,9,,30～39歳,男性
越前市,あまりそうは思わない,車両が変わり、乗り心地がよくなった。しかし、名古屋や大阪に行く時に，時間、労力的に負担に感じる。,あまりそうは思わない,京阪神や、名古屋に行く時に、敦賀乗り換えが、とても面倒になったので、車で行くことが多くなり、ガソリン代の高騰で家計の負担が大きい,あまりそうは思わない,神奈川，静岡にいる友人から、福井に来るのが電車で来るのが、面倒になったと言われるから,そう思う,福井は、とても食べ物が美味しく、自然豊かなので、良さを知って欲しいから,そう思う,人の往来は、経済効果はもとより、人の成長にもつながると思うから,どちらかといえば評価している,駅から，観光地への交通手段の検討など、効果は別として、検討され検証されているため,どちらかと言えば好ましい,有名な観光地での、マナー違反などを耳にするが、対策を徹底することを，前提として人の往来で、コミュニケーション力の向上につながると思う,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",生活に刺激を与えると思うから,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化, 日常生活に影響が出るほどの不安",マナーの良い人、悪い人、多様だから,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",4,4,総体的に、絶対の推しとなるものにかけるから,9,少しの不満はあるものの、不自由なく生活できているから,10,期待を込めて,60～69歳,女性
福井市,とてもそう思う,,とてもそう思う,,とてもそう思う,,とてもそう思う,,とてもそう思う,,とても評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 自然破壊",,"観光スポットを結ぶ交通機関, 観光イベント, 宿泊施設、土産物屋",4,3,,5,,5,,60～69歳,男性
福井市,あまりそうは思わない,住む町は住宅街で特に観光地でもないため特に恩恵を受けるとは思えない,あまりそうは思わない,関西方面への交通が使いにくい,ややそう思う,地域により、観光客が増えると活性化に繋がる場所があると思うので県全体でみると良い影響はあると思う,ややそう思う,人の出入りが増える事で福井の活性化が進むと良いと思う反面、訪れていた場所が観光により混雑もし休日に行きにくくなったところもある,そう思う,雇用がふえたり活性化することには賛成だから,どちらかといえば評価している,,どちらかと言えば好ましい,繰り返し観光に訪れたいと思う場所になってくれると嬉しいと思う,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 歴史文化資源の保存活用につながる",,騒音やごみの増加,自然の多さが良いところでもある福井でゴミのポイ捨てなど増えると少なからずとも地域に悪影響はあると思う,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 飲食施設",2,2,自分の地域はどちらかと言うと観光地では無いため県としてこれから先は期待してオススメするところが増えていくと良いと思う,5,関西方面に住む身内が公共交通機関で乗り換えなど面倒で来にくくなったと敬遠するようになった事などもあるから。,5,,50～59歳,女性
敦賀市,そう思う,観光客の増加,あまりそうは思わない,新幹線、電車に乗ることがほとんどないから,そう思う,関連企業の方の収益向上,そう思う,福井県の魅力を感じてもらいたいから,ややそう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,騒音やごみの増加,,観光イベント,3,5,,10,,10,,40～49歳,女性
福井市,そう思う,県外の人を迎えるために、施設が充実していくかと思います。,そう思う,関東方面へ行きやすくなる。関西方面は、不便になったが。,そう思う,お金が落ちてくれるから。,とてもそう思う,この街の良さを知って欲しい。,ややそう思う,見どころがあると良いのですが。,評価している,理由はない。,とても好ましい,お金が落ちるから。,"まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,"交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊",,"観光イベント, 体験施設",5,3,見どころがない。もっと見せる工夫が欲しい。,10,とても住みやすいから。,10,変わらないと思うから,50～59歳,男性
大野市,そうは思わない,遠いから,そうは思わない,新幹線で出かける機会がないから。,そう思う,福井県を知ってもらえる。,そう思う,福井がいい所だと思ってもらいたい。,そう思う,福井を知ってもらうのに時間がかかるから。,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 駐車場",3,3,,6,,6,,50～59歳,女性
福井市,ややそう思う,,あまりそうは思わない,,とてもそう思う,,そう思う,,とてもそう思う,,どちらかといえば評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,"交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 障害者や高齢者への配慮（バリアフリー）",1,4,,8,,8,,50～59歳,女性
おおい町,そうは思わない,おおい町へ影響がでているようには思わないし、そのような話も聞きません。町にも特に変化はありません。,そうは思わない,自分自身の生活は以前と比べて何も変わっていません。同じ嶺南でも敦賀まで距離があるからかな、と思います。,ややそう思う,"嶺北と嶺南とでも変わってくると思います。
嶺北は東尋坊や恐竜、越前蕎麦などありますが、嶺南は目立つ物があまりありません。海のシーズンになると一気に人が増えますが観光目当てではない人が多いので...。ポイ捨てのゴミもすごく増えます。",そう思う,良いところを知って欲しいし、楽しかったのでまた来ようと思って欲しいからです。派手な県ではないですが、地味にスゴイところは沢山あると思っています。,ややそう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化","実際に夏はポイ捨てがすごく増えています。
春、秋はバイクが一気に増えていますがすごいスピードで走ったり左から抜いていったりヒヤリとする場面がとても多いです。","観光スポットを結ぶ交通機関, 飲食施設",4,2,強くオススメできるものがありません。,8,とても恵まれていて、住みやすいと思います。,8,良くも悪くもなかなか変化しない町なので、変わらずです。,30～39歳,女性
福井市,そう思う,北陸新幹線が開通する前と比べて福井駅前に人が増えている。,あまりそうは思わない,特に電車に乗る機会もないので。,とてもそう思う,悪い観光客なんて一部しかいないと思うので、やはり観光客には沢山来て欲しい。,とてもそう思う,福井の良さを知ってもらってみんなに広めて欲しい。,そう思う,最終的にまた来たいと思ってもらえるといいな。,評価している,割引やクーポンがあったりとお得になるのは良い。,好ましい,観光辺りに住んでいる方は大変かもしれないですが。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 移住・定住のきっかけとなる","福井は住みやすいと移住が増え人口が増えると
良い。","騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 駐車場",4,4,山に囲まれて、海もあり、食べ物も豊富にあるので遊ぶスポットは少ないけれど癒しのスポットはたくさんあると思う。,8,子供と遊びに行くスポットが少ないかなと思う。しかし自然で育てるには良い環境です。,8,変わらず幸せだといいな。,40～49歳,女性
福井市,ややそう思う,県外からの観光客増加,あまりそうは思わない,大阪方面に行くのに乗り換えが必要で不便になった,そう思う,活気が出る,そう思う,リピートして欲しい,そう思う,福井は魅力的だから,どちらかといえば評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）",4,4,,8,,8,,50～59歳,女性
鯖江市,そうは思わない,鯖江市は関西方面へ行く時不便になった為。,あまりそうは思わない,以前より不便になった為。,ややそう思う,,そう思う,,そう思う,,どちらともいえない,,好ましい,地域活性化につながる為。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,交通渋滞や路上駐車などの交通環境の悪化,,観光スポットを結ぶ交通機関,2,3,,7,,6,,60～69歳,女性
福井市,とてもそう思う,人の往来が増えて、経済が活性化するから。,とてもそう思う,東京に住んでいる娘にも会いやすくなるから,そう思う,,ややそう思う,,そう思う,,どちらともいえない,あまりよくわからないから,どちらかと言えば好ましい,経済が活性化するから,観光客の消費によって飲食業や宿泊業が潤う,,騒音やごみの増加,,観光スポットを結ぶ交通機関,3,3,,3,,9,,60～69歳,男性
坂井市,ややそう思う,丸岡城、東尋坊、海があるから,あまりそうは思わない,これといつてなにもないから,ややそう思う,観光客が来るところはあっても、来ないところもあるから,そう思う,また来たいと思ってほしいから,ややそう思う,観光客も大事だが、地域住民の生活が乱れることはあってほしくない,どちらかといえば評価している,明るくなって良いことだと思うから,どちらかと言えば好ましい,商店街が潤ってくれると期待したい,"波及効果により他の地場産業が活気づく, 移住・定住のきっかけとなる",良いと思ってくれて、ここに住みたいと思ってくれれば、人口も増えて良いこと,"騒音やごみの増加, 自然破壊","自然破壊になるようなことはあってほしくない
未来のため、良い状態にしたい",トイレ・休憩所等の整備及びユニバーサル化,4,4,おいしいもの、自然のものなど、自慢できる,9,のんびり過ごせて幸せ,9,今と変わりないと思う,50～59歳,女性
福井市,そうは思わない,田舎だから。,ややそう思う,出張が便利になった。,そう思う,７,そう思う,,そう思う,,評価している,,好ましい,,まちに賑わいが生まれる,,交通渋滞や路上駐車などの交通環境の悪化,,観光スポットを結ぶ交通機関,3,3,,2,,2,,60～69歳,男性
越前市,あまりそうは思わない,鯖江駅や武生駅にしらさぎやサンダーバードが、止まらなくなり駅が寂れてしまった。新幹線駅と武生駅がつながる路線があると良かったと思う。,あまりそうは思わない,大阪も東京も、行きづらくなったから。,あまりそうは思わない,"武生駅から大河ドラマ館行きが出ているが、果たして一日に何人乗るのかなと思う。
",そう思う,福井駅はあまり行かないがもっと宣伝し福井の知名度を上げて歓迎したい。,そう思う,恐竜博物館や朝倉遺跡に行ってほしいな。,どちらかといえば評価している,観光バス等の取り組みが良いと思う。,どちらかと言えば好ましい,福井の知名度が上がる。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, ガイドなど市民参加の場が広がる",福井の場所や観光地を知ってもらうと福井にしかないものが発展するから。,"騒音やごみの増加, 歴史文化資源の破壊",マナーが悪い人がいると思う。,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 観光案内所、観光ガイド, 駐車場, 体験施設",3,2,目立つような人目を引くような場所がない。,6,電車やバスの本数が少ない。,6,交通手段がないから引きこもりになるかもしれない。,60～69歳,女性
福井市,とてもそう思う,関東地方からの観光客が増えて、福井の街が活性化するから,そう思う,新幹線で金沢、軽井沢の旅行がしやすくなった,とてもそう思う,福井の観光地に、お金を遣ってくれるから,とてもそう思う,福井は、美味しい野菜や海産物が沢山あり、その良さをわかってほしいから,とてもそう思う,福井県の発展のため,とても評価している,"観光振興課のホームページが、充実しているから
",とても好ましい,"観光客が、それぞれの家に帰宅し、
福井県で味わった良さをアピールしてくれるから","観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光マップやパンフレット, 観光案内所、観光ガイド",4,4,,9,治安も良く、美味しい食材に恵まれているから,9,,60～69歳,女性
福井市,そう思う,多方面から移動する人口が増える,そう思う,移動手段の選択肢が増える,とてもそう思う,人が集まり安くなることで福井の商業が活性化される,とてもそう思う,福井の魅力を直に感じて欲しい,とてもそう思う,継続して活躍しないと一時だけの効果になる,評価している,地元福井をより良くし他府県から来られた方に良いイメージを知ってもらおうとしている,とても好ましい,街が活気付く,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",4,4,福井にしかない見どころがある,8,治安が良く過ごしやすい,5,福井に居るか不明,50～59歳,女性
越前市,ややそう思う,東京との利便性が高まる,とてもそう思う,大阪、京都、名古屋との利便性が低下する,ややそう思う,人口の多い、関東地区との繋がりが強くなる,とてもそう思う,,とてもそう思う,,どちらともいえない,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットの案内板や標識（多言語表示）, 観光イベント",3,3,,5,,5,,50～59歳,男性
福井市,ややそう思う,観光客が増えたと思う,ややそう思う,仕事で金沢に行くことが多いが、時短になっている,そう思う,地元民が観光客むけに開業することで、福井は以前より活気があるように感じる,そう思う,そう思うが何も関わっていないし、どう携わるのかも不明だが？,とてもそう思う,福井が盛りあがることで、今福井にいる若い世代にやることができるかも？息子が福井で就職したが、行く所がなく暇らしい。,評価している,何をやっているのかは知りませんが、観光客が増えたと実感できるので、上記の方々の努力なのかと。,好ましい,増加することによって、地元民も住みやすい街に変えていってほしい,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",今は福井駅周辺、観光地だけが盛り上がっている？情報を知らない、聞かないからわかりません,特に心配はない,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",2,2,福井駅周辺、一定時間過ぎたらしまっている店舗が多い。駐車場が高い。まず地元民が便利だなと思う街づくりをしてほしい。,5,周りを見ていると貧富の差が激しいと感じる。富の方は情報が常に入る。なので、情報をもっともっと発信して、福井県民全員で、福井を盛り上げてほしい。,10,県庁の若者が知事にプレゼンをして姿をニュースで見ました。だから何か変わるかも？と期待をこめて,50～59歳,女性
福井市,そう思う,観光客が、沢山来る。,あまりそうは思わない,電車に乗らない,そう思う,沢山来ていると思うので,そう思う,お金を使う,ややそう思う,,どちらともいえない,,どちらともいえない,,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 駐車場",2,2,,6,,6,,70歳以上,男性
越前市,ややそう思う,北陸新幹線駅周辺駐車場、道の駅などの利用者が増えたと思う,あまりそうは思わない,自分の生活の中で新幹線、電車に乗る機会がない,ややそう思う,少しでも活気が出ると思う,ややそう思う,観光地に観光客が少ないとさみしく感じるかな,ややそう思う,観光客が増えると、町の活性化に繋がると思う,どちらともいえない,新幹線駅周辺、まだ何もないから,どちらかと言えば好ましい,観光客が増えると、利便性が高まるように町が進化していくと思う,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 飲食施設, 宿泊施設、土産物屋",3,3,観光地がなく、集客施設がない,7,自然があり、利便性も悪くないから,7,何か新たな集客施設が出来る事を期待して,50～59歳,女性
坂井市,そう思う,我が町には　古城丸岡城があり　芦原温泉駅から近いから　また東尋坊と永平寺の中間にあり　寄りやすい,そう思う,関東にいる　子供一家が来やすい　いままで金沢か米原まで　迎えに行ってたから,とてもそう思う,福井の認知度が　よくなるから,そう思う,観光名所や温泉場がありますからね,そう思う,どっちかと言ううと　まだまだ福井の認知度が低いので　どんどんＰＲしてほしい,とても評価している,丸岡城を　国宝に運動にがんばってます,とても好ましい,あらゆる　業界に栄えるので　税収など　増えるから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,"交通渋滞や路上駐車などの交通環境の悪化, 特に心配はない",特に心配はしてませんから,"観光スポットの案内板や標識（多言語表示）, 観光イベント, 飲食施設, 駐車場",5,5,古城　丸岡城ｗは自信をもってます,8,雨が多いことや　冬の雪が心配,9,とりあえず　なにも無いので　それなりに幸せですね,70歳以上,男性
鯖江市,あまりそうは思わない,在来線特急が無くなった,ややそう思う,関東圏が近くなった,そう思う,インフラ整備は長期的見て大切だから,とてもそう思う,魅力度が決して高くない県なので1人でも多くの方が訪れてくれるとありがたい。,そう思う,観光産業は決して無視出来ない経済効果があるから,どちらかといえば評価している,観光産業は決して無視出来ない経済効果があるから,とても好ましい,観光産業は決して無視出来ない経済効果があるから,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊",,"トイレ・休憩所等の整備及びユニバーサル化, 駐車場",5,3,観光で来る様な場所が少ないから,9,都会だから良いとは限らない,9,5年程度じゃそこまで大きく変わらない,30～39歳,男性
福井市,とてもそう思う,人が増えた。SNSにより、今まで眠っていた福井の魅力が広まっていると思う。,ややそう思う,駅の商業施設がきれいになったから、足を運ぶ回数が増えている。,そう思う,経済効果が生まれていると思うから。,とてもそう思う,,とてもそう思う,福井にはたくさんの魅力があると思うから。,どちらともいえない,具体的なことをあまり知らいないから評価できない。,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド",5,5,,10,住み慣れた街だから。,10,,40～49歳,女性
鯖江市,全くそうは思わない,サンダーバードが不便になったから,全くそうは思わない,サンダーバードが不便になったから,ややそう思う,,ややそう思う,,とてもそう思う,,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,"交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,観光スポットを結ぶ交通機関,3,3,,6,,4,,50～59歳,女性
福井市,そう思う,新幹線延伸で関東方面からの方が増えたから,そうは思わない,京都や大阪方面は出かける機会が多かったですがJR代金のアップと敦賀駅での乗り換えが不便になったから,そう思う,街を活性化してくれるから,とてもそう思う,今までに交流の無い方と話ができか、私の育った福井に興味を持ってくださるから,とてもそう思う,福井を、住んでいる私たちに刺激を与えてくれるから,評価している,コツコツと取り組んでおられる事を感じるから,好ましい,福井県は恐竜だけでなく、たくさんの観光地、旧跡があり、多くの方が足を伸ばしてくださることは福井県民に良い事だと思うから。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 体験施設",4,5,朝倉遺跡、約半世紀前の、何も無い所から、国立博物館の中世に展示されたり、とうとう川湊まで見つけてしまった福井人のハートは自信を持って勧められます,8,雪、嫌です。福井駅付近、折角の訪れる人の事を考えた設計なのでしょうか,7,77歳になると移動に問題がでてきますね。,70歳以上,女性
