【問１】あなたのお住まいの地域を教えてください。,【問２】北陸新幹線 福井・敦賀開業で、お住まいの市町へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問３】北陸新幹線 福井・敦賀開業で、自身の生活へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問４】観光が福井県に与える影響は、「良い影響」の方が「悪い影響」より大きい。,上記回答の理由をお答えください（任意）,【問５】一人の県民として、福井県を訪れる観光客を歓迎したい。,上記回答の理由をお答えください（任意）,【問６】福井県はこれからも観光客の目的地・旅先であり続けるべきだ。,上記回答の理由をお答えください（任意）,【問７】福井県やお住まいの市町、および関連団体による観光振興の取り組みを住民として評価している。,上記回答の理由をお答えください（任意）,【問８】観光客が増加することについてどのように思いますか？,上記回答の理由をお答えください（任意）,【問９】観光客が増加することで期待される効果について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１０】観光客が増加することで心配される影響について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１１】観光地として整備する必要があると思われるものについて、当てはまると思う選択肢をすべてお答えください,【問１２】観光客がお住まいの地域に来ることで、自分が住んでいる地域に愛着や誇りを感じる機会がありますか？,【問１３】自分が住んでいる地域を、福井県外の人に自信を持ってお勧めできると感じますか？,上記回答の理由をお答えください（任意）,"【問１４】現在、あなたは福井県での暮らしにどの程度幸せを感じていますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,"【問１５】今から5年後、あなたは福井県での暮らしにどの程度幸せを感じていると思いますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,あなたのご年齢を教えてください。,あなたの性別をおしえてください。
小浜市,そうは思わない,小浜は観光する場所が少ない。,ややそう思う,親戚のところに行くとか使えるから,あまりそうは思わない,そんなに良いことかも悪いかもわからないから,とてもそう思う,福井県のいいところはたくさんあると思うから,ややそう思う,,評価していない,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"飲食施設, 宿泊施設、土産物屋, 駐車場, 体験施設, その他",2,2,一回でいいかなで終わるんじゃないかなと。,3,自然豊かなだけ。若者がいたいと思えない。子育てに手厚いわけでもない。,3,何も変わらないと思う,20～29歳,女性
福井市,そう思う,観光客らしき人が増えた気がする（見る）,ややそう思う,,とてもそう思う,食や自然の魅力はあると思うから,そう思う,,とてもそう思う,,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 移住・定住のきっかけとなる",,騒音やごみの増加,,"観光スポットを結ぶ交通機関, 観光イベント, 体験施設",4,4,,8,,8,,40～49歳,女性
高浜町,そう思う,"観光客が増加により､地域活性化へ繋がっている。
雑誌やフリーペーパー､Google､SNS等の情報により個人経営の店にもお客様が来訪されている。",そう思う,"北陸新幹線 福井・敦賀開業に伴い､道の駅が新たに増えたり､現道の駅が整ったり(改装含む)､各駅前周辺､周辺道路が整備されたりと美化されました。
自身が立ち寄れる場所が増え､運転しやすくなった。",そう思う,観光客が増加により､地域活性化へ繋がっている。,とてもそう思う,様々な方々に､福井の魅力(各地区の綺麗な海､東尋坊､三方五湖､鮮魚､恐竜博物館､永平寺､名物､名産等…)を味わってほしいです。,とてもそう思う,様々な方々に､福井の魅力(各地区の綺麗な海､東尋坊､三方五湖､鮮魚､恐竜博物館､永平寺､名物､名産等…)を味わってほしいです。,とても評価している,観光振興の取り組みを肌で大変感じてます。,とても好ましい,"観光客が増加により､地域活性化へ繋がっている。
観光客のマナーだけ守っていただければ全く問題ありません。","観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,騒音やごみの増加,,"観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 駐車場",5,5,,10,,10,,40～49歳,女性
福井市,そう思う,,ややそう思う,,そう思う,,そう思う,,そう思う,,どちらともいえない,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",3,3,,6,,6,,30～39歳,女性
大野市,あまりそうは思わない,接続する越美北線の利用状況などから。,そう思う,関東圏との行き来が楽になったから,そう思う,人口減が続く中、一定の観光消費が求められるから。,とてもそう思う,福井県の魅力だから,とてもそう思う,問4と同じ,まったく評価していない,事業者は、観光向けに商品開発などに取り組んでいるが、旗振り役が不在だから,好ましい,一定の消費が見込めるから。,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 観光客との交流が生まれる",,"歴史文化資源の破壊, 自然破壊",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 体験施設",4,5,名水と城下町、恐竜化石や岩石など綿々と守り受け継いできた歴史が大野市にあるため。,8,暮らしやすいし、自然の中で生かされていると感じられるから,8,行政が進める施策を見直し、事業者団体がより活気ある取り組みが進めば、人口減少??マイナスでなくなると期待。,40～49歳,男性
越前市,そうは思わない,,そうは思わない,,そう思う,,そう思う,,そう思う,,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント",3,2,,7,,7,,50～59歳,男性
福井市,とてもそう思う,有名人のライブなどが多くなったと思うから,ややそう思う,,全くそうは思わない,,とてもそう思う,,とてもそう思う,雇用が増えるから。給料が上がりそうだから,どちらかといえば評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, ガイドなど市民参加の場が広がる, その他",いろいろなイベントが増えて楽しいから,特に心配はない,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",4,4,,10,,10,こどもが生まれるから,30～39歳,女性
坂井市,ややそう思う,あわら温泉が以前より利用者が増えているように思う。,あまりそうは思わない,関西方面に行く時、東海道新幹線を利用したい時、乗り換えが不便。,そう思う,関東との行き来は楽になった。,とてもそう思う,福井の良さを感じてほしい。,とてもそう思う,癒される場所がある,どちらかといえば評価している,何かと頑張っていると思う。関東で福井の紹介をしているイベントは大事でよくしているとている。,とても好ましい,賑わいが得られる,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",,"騒音やごみの増加, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 体験施設",3,4,,7,,6,,50～59歳,女性
美浜町,あまりそうは思わない,交通量は変わらない,全くそうは思わない,新幹線を利用しないため。,あまりそうは思わない,観光に関係無い生活をしているため。,あまりそうは思わない,観光客と関わりが無い。,あまりそうは思わない,観光に依存しても安定は無いから。,どちらかと言えば評価していない,それを営利目的としていて発展していない。,どちらかと言えば好ましくない,風紀が乱れ、移動に時間がかかる,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 宿泊施設、土産物屋, 駐車場",1,3,地元意識が無い。,2,生活に不安が多い,3,変化が無いと思うから。,60～69歳,男性
福井市,そう思う,観光客が前より増えた,そう思う,海外の方も増えて自分の英会話が発揮出来る機会が増えた,とてもそう思う,訪れた方のほとんどが喜んで帰ろれるから,とてもそう思う,永平寺、勝山以外にももっと素敵な場所があるから知ってほしい,そう思う,同上,どちらかといえば評価している,もっと福井の過疎が進んでる地区にも観光客を誘致すべき,どちらかと言えば好ましい,福井の発展にも繋がるから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）",5,5,越前海岸には食や自然が豊かなので、もう少し交通機関の充実や道路整備を行った方が良い。アリーナを作るより県民の暮らしの充実をもっと大切にするべき,5,以前住んでいた地区が過疎化に伴い家族ごと引越しせざるを得ない状況となった。もう少し県として出来る事があったはず,5,子育ての為に福井に帰って来たが、子育てがある程度落ち着いたら福井を出る予定,40～49歳,女性
福井市,とてもそう思う,首都圏への往来がしやすくなった,そう思う,JRでの旅行を考えるようになった,そう思う,,とてもそう思う,福井県をもっと知ってもらいたい,とてもそう思う,観光資源が多くある,どちらかといえば評価している,まだまだやり方が沢山ある,とても好ましい,今は少なすぎる,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド",5,5,地元に愛着があるから,8,,8,,70歳以上,男性
福井市,そう思う,新幹線開通で観光客が増えたり、街が発展するから,そう思う,交通の利便性があがる,そう思う,観光客が来てくれた方が街の経済が回ってうるおうから,そう思う,自分も引っ越してきたうちの一人だから,そう思う,,どちらともいえない,取り組みをよくわかっていないから,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, その他",観光客が増えたら、その分お店が増えたり、規模が大きくなるんじゃないかと思うから,"交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 宿泊施設、土産物屋, 観光案内所、観光ガイド",3,4,観光としていいと思うから,4,引っ越してきて前の生活が快適すぎたから,5,まだ分からないから,20～29歳,女性
美浜町,ややそう思う,時間的に福井市からかなり近くなった。,あまりそうは思わない,小浜線の便が少なく、いつもは車での移動が多いので、普段はメリットがない。,あまりそうは思わない,観光業はメリットがあると思うが、それ以外の人はデメリットの方が大きい。,ややそう思う,せっかく来てくれた人に嫌な思いをさせたくないから。,あまりそうは思わない,どこの県にも似たような良いところがあるので、県外からの客を取り合いをするよりも、近くの地元民が気軽に行けるような場所にする方が良い。その方が長続きできると思う。,どちらともいえない,よく知らないから,どちらともいえない,観光業以外の人に迷惑が掛かっていることが多いから。,観光客の消費によって飲食業や宿泊業が潤う,一部の人だけが潤うと思う。,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化, 日常生活に影響が出るほどの不安",家でゆっくりしたいと思う週末に、家の外でガヤガヤとうるさくなるから,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 飲食施設, 駐車場",3,2,近くには大きな病院もなく、また、交通機関やお店が少ない。若い人や車の運転ができない人などには生活が不便であり、他所の土地に移りたいと言う人がたくさんいるから,3,都会など他所の場所と比べると、どこかに行ったり何かをしようとしても、車などの維持費や交通費などが余計に掛かるので、生活にゆとりが全然なくなるから,2,だんだんと歳を取ってくるし、頼れる人がいないから。,60～69歳,男性
福井市,ややそう思う,今の所なんの影響もないです。,あまりそうは思わない,,とてもそう思う,経済がまわること、福井の魅力が伝わることはとてもいいことだと思います。,とてもそう思う,,とてもそう思う,上に同文。,どちらともいえない,,とても好ましい,上に同文。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 治安の悪化",観光客のマナー、特に海外のマナー違反にはとても心配です。,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",5,5,,10,県外から来て15年ほど経ちますが、特に困ったことはありません。,10,移住して15年間幸せだったから。これからも変わらないと思います。,30～39歳,女性
福井市,ややそう思う,いろんな施設がキレイになった,あまりそうは思わない,変わらない,ややそう思う,観光客が福井県のものを購入してもらえるから,ややそう思う,せっかく来てくれたから、大事にしたい,そう思う,いいところがいっぱいあるから,どちらかといえば評価している,あまり活動内容を知らないけど、頑張ってると思うから,どちらかと言えば好ましい,変な人、犯罪が増えたりは困るが、福井を楽しんでもらうのはいいことだと思う,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 体験施設",2,4,住みやすい、福井から離れたくない,8,車社会で高齢者は不便だが、子育てはしやすい環境、自然が多いのはよい,8,,40～49歳,女性
永平寺町,そうは思わない,敦賀・福井間だけでなく、将来的に大阪まで延伸すれば、よい影響がもたらさられる。,そうは思わない,距離が短すぎる。,そう思う,全国的に見て福井に来たことがない人は多い気がする。,そう思う,幸福度日本一を体感してほしい。,そう思う,福井県の経済力発展を期待する。,どちらかといえば評価している,えちぜん鉄道を利用しての東尋坊、永平寺、恐竜博物館のアピール。,好ましい,税収が増加して公共のサービスがよくなることを期待する。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光マップやパンフレット, 宿泊施設、土産物屋",4,4,,7,四季の食べ物がおいしい。,6,物価上昇が改善することに期待して。,60～69歳,男性
越前市,そうは思わない,県外に行くのに乗り換えが増えたから,あまりそうは思わない,,そうは思わない,,そう思う,,ややそう思う,,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 歴史文化資源の保存活用につながる",,"交通渋滞や路上駐車などの交通環境の悪化, 日常生活に影響が出るほどの不安",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 宿泊施設、土産物屋, 駐車場, 体験施設",4,2,,5,洋服や靴を買いに行くと品数や店が少なく合うサイズは結局遠い町に行かなくてはならないから,2,高齢になり車で遠くに行けなかったり運転出来ない年齢になるので買い物が不便になる。現在、歩いて行くには遠いところしかスーパーないし、バス停もかなり遠い。タクシーはお金がかかるから老後の金銭的不安が高くなる,50～59歳,女性
福井市,そう思う,関東方面からの観光客誘致、こちらからも関東圏に行きやすくなった,ややそう思う,関東方面への出張が楽になった,そう思う,福井には自然や歴史、食べ物等良いところがたくさんあるから,とてもそう思う,福井が良いところである事を知って欲しい,そう思う,観光特化の必要はないと思うが、行きたい、行って良かったと思って欲しい,評価している,県民でも参加したいと思えるイベントが増えている気がする,どちらかと言えば好ましい,あまり増えすぎて京都みたいにはなってほしくない,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, ガイドなど市民参加の場が広がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 駐車場, 体験施設",2,3,特にお勧めできるような場所がないため。,7,車などの移動手段があるのが前提ですが、特に不自由はしていません。,6,移動手段次第ですね,50～59歳,女性
越前市,とてもそう思う,県外からのお客様が増えた,とてもそう思う,東京の親戚が来る回数が増えた,とてもそう思う,SNSで投稿をよく目にする,とてもそう思う,町おこしになる,とてもそう思う,福井県をより知ってもらいたい,どちらかといえば評価している,もっとPRしてほしい,とても好ましい,町おこしになり活気付くから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 移住・定住のきっかけとなる",福井県を知っていただき、盛り上げていきたい,特に心配はない,きちんとルールを守る観光客がほとんどだと思うから,観光スポットを結ぶ交通機関,4,4,良い場所や思いやりある方が多いから,5,雪が多いのがデメリット,4,雪問題,50～59歳,女性
鯖江市,全くそうは思わない,関西まで、乗り継ぎが必要になったから,あまりそうは思わない,鯖江に新幹線は止まらないから,あまりそうは思わない,観光業には、爆発力は無いと思うから,そう思う,福井県の，自然、美味しい食べ物が大好きだから,あまりそうは思わない,福井県は良い所で大好きだけど、観光ではなく、違う産業で栄えてほしい,どちらともいえない,よくわからない,どちらともいえない,,"地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 治安の悪化",,観光スポットを結ぶ交通機関,5,4,,8,,10,,50～59歳,女性
坂井市,あまりそうは思わない,坂井市には新幹線の停車駅もなく、普段の生活で開業の影響を特に感じたことがないから。,あまりそうは思わない,実家が関西なので敦賀乗換で不便になった。,とてもそう思う,他府県から観光に来ていただくことでサービスのあり方を学ぶ良い機会となる。自分自身が福井出身ではなく福井の接客に疑問を持つことが多いので。福井はのどかで都会にはない良いところが沢山あるので福井県の素晴らしい部分を残しつつ、よりお客様に喜んでいただけるような対応ができれば最強だと思います。,とてもそう思う,福井を好きになってもらい、また来たいと思ってもらいたいから。,とてもそう思う,新幹線も開業し、都会から癒しを求めて訪れる場所としては良いと思うので。,評価している,イベント企画など頑張っていると思うので。,とても好ましい,多方面で活力が出るから。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,特に心配はない,,"観光イベント, 飲食施設, 宿泊施設、土産物屋, 駐車場",5,4,のどかで癒される。空が大きい。自然への感謝の気持ちを感じられる。,9,"のどかで癒される。空が大きい。自然への感謝の気持ちを感じられる。買い物も特に不自由しない。
マイナス面は交通マナーの悪さ。特に車の運転マナーが良くないこと。残念ながら他府県から遊びに来てくれた人が皆感じています。",10,現時点での福井の良さは5年後も保たれていると思うから。,40～49歳,女性
福井市,ややそう思う,観光客が増えた気がする,あまりそうは思わない,,あまりそうは思わない,,そう思う,,ややそう思う,,どちらともいえない,,どちらともいえない,田舎の静かなよさもあるからこのままがいい気も。東尋坊や永平寺はかつての活気を取り戻してほしい。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 駐車場",1,2,,5,,5,,40～49歳,女性
福井市,そう思う,jr福井駅付近は　県外の方が増えました,そう思う,上京する時、帰福する時は　精神的、肉体的に楽になりました。,ややそう思う,"福井駅が混み合っている時間が増えた

",そう思う,ふる里の福井に興味を持って来てくれるから,ややそう思う,福井県人口では　繁栄出来ないと思う,どちらかといえば評価している,観光客大事だけど　やはり県民ファースト,どちらかと言えば好ましい,"経済あっての生活だから
","観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 体験施設",4,3,福井はたくさんの誇れる物があるから,6,公共交通機関が弱い、冠婚葬祭が丁寧など,5,今　73才で今後自分がどのように歳を重ねていくのか予想できないから,70歳以上,女性
坂井市,とてもそう思う,"レンタカーを多数見かける
県外者の利用か？",とてもそう思う,地域に金が落ちるから,とてもそう思う,"受入れ体制が整う頃に観光客はいない
過剰投資が回収出来ず不良債権化する
税金での清算？",とてもそう思う,"中国人以外は歓迎する
一条龍で地元福井県に金が落ちないから",全くそうは思わない,"観光客が減れる→産業が衰退
コレでは福井県は壊滅するから
観光客依存産業はコロナ禍で懲りたのでは？",とても評価している,"資源、資金、ノウハウが無い中で
頑張っているから
ご苦労様です。",とても好ましい,中国人以外なら地域に金が回るから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,特に心配はない,,トイレ・休憩所等の整備及びユニバーサル化,1,1,"地方の人間は人間相手に生きていない
自然を相手に生きているから",10,"福井県は無関係
個人的に収入や資産、財産が一定以上ある
外国人(特に不法滞在移民)が
田舎故に少ないのが最大の幸福度
産業や経済規模が少ない地方だからだ",10,"福井県は無関係
個人的に収入や資産、財産が一定以上あり
投資等で現在以上に増える

不法移民、不法滞在者、その家族(子供)による
治安悪化、学校崩壊、地域産業衰退
此等が発生したなら移住又は移民を考える

福井県で生まれ育ったので
そうならない事を祈る",50～59歳,男性
福井市,そう思う,,ややそう思う,,そう思う,,そう思う,,そう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 歴史文化資源の保存活用につながる",,交通渋滞や路上駐車などの交通環境の悪化,,観光イベント,3,3,,7,,7,,50～59歳,女性
福井市,そう思う,福井駅周辺に人多くなった,ややそう思う,,そう思う,,そう思う,,そう思う,,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,特に心配はない,,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 駐車場",5,5,,9,,9,,60～69歳,男性
福井市,そう思う,都心から直通で来県できるから。,ややそう思う,旅行で使うだけだから。,あまりそうは思わない,経済的には潤うと思うから。,そう思う,美味しい食事をしてもらいたい。,そう思う,一度では観光地が周りきれないだろうから。,どちらともいえない,嶺南の取り組みなどわからないから。,どちらかと言えば好ましい,発展する要素になればいい。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",地域が活性化されるから。,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",オーバーツーリズムが心配,観光スポットを結ぶ交通機関,2,3,,7,,8,,40～49歳,女性
大野市,あまりそうは思わない,特に変わらない,ややそう思う,東京へ行きやすい,そう思う,知名度が上がった,そう思う,また、きて欲しいし、口コミして欲しい,そう思う,石川県への通りすがりになりやすい,どちらかと言えば評価していない,PRが少ない,どちらかと言えば好ましい,素朴さも残していて欲しい,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 駐車場, 体験施設",3,3,お店が少ない,7,自然はよい,8,家族がいるから,60～69歳,女性
坂井市,そう思う,観光で訪れる人が増えたと思うため。,そう思う,東京など、県外へ行きやすくなったため。,そう思う,観光客が増えることにより、福井に関心を持ってくれる人が増えるため。,そう思う,より多くの人に福井のよさをしてもらえると嬉しいため。,そう思う,福井によい所がたくさんあるため。,評価している,観光客が増えていると思うため。,好ましい,地域の活性化につながると思うため。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",実際その様な効果か見られると思うため。,特に心配はない,今のところ、あまり心配なことはないため。,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",4,4,観光、食べ物など誇れるものがあるため。,8,"
今の生活が幸せのため。",8,今の幸せが続いていると思うため。,40～49歳,女性
福井市,ややそう思う,,そうは思わない,大阪に行きづらくなった,とてもそう思う,,ややそう思う,,そうは思わない,まずは住民が楽しめるような施設を作るべき,どちらかといえば評価している,,どちらともいえない,,観光客の消費によって飲食業や宿泊業が潤う,,治安の悪化,,飲食施設,1,2,何も無いから,5,,5,,～19歳,女性
福井市,とてもそう思う,福井を訪問する人が触れるから,そう思う,福井を訪問する人が触れるから,とてもそう思う,外国人客が比較的少ない,とてもそう思う,福井の魅力を知ってほしい,そう思う,,どちらかといえば評価している,とはいえまだまだ観光客が少ない,好ましい,経済を刺激,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化, 日常生活に影響が出るほどの不安",,"観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",4,5,,8,,8,,40～49歳,男性
福井市,そう思う,,そう思う,,ややそう思う,,そう思う,,そう思う,,どちらかといえば評価している,,好ましい,,波及効果により他の地場産業が活気づく,,歴史文化資源の破壊,,観光スポットの案内板や標識（多言語表示）,3,3,,5,,5,,60～69歳,男性
福井市,あまりそうは思わない,,そうは思わない,関西圏への交通が不便,あまりそうは思わない,,そう思う,,そう思う,,どちらともいえない,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,特に心配はない,,"飲食施設, 宿泊施設、土産物屋",4,3,,8,静かに暮らせる,8,,50～59歳,女性
